Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
484108,NCR,202186,Wage/Salaries,2,49263,35114,31642,11054,3979,16473,62230,3851,9412,5740,82350,36000,2531,42252,11700,22020,21306,7940,0,0,Male,45,Married,High School Graduate,No Job/Business,,,Extended Family,6,0,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,30,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,1,1,0,0,0,3,0,0,0,0
366852,NCR,110963,Wage/Salaries,2,21796,12074,21089,8196,4200,10641,19500,264,0,4350,59436,0,4088,8760,15600,0,21408,5600,0,165444,Female,63,Widowed,Second Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,3,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,5,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,1,0,0,0
330304,NCR,137362,Other sources of Income,2,26528,16536,32630,8230,1665,7405,26820,6348,0,7200,97620,33000,3782,4230,28626,850,20670,3000,0,24602,Female,27,Married,Business and Administration Programs,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Single Family,3,1,1,0,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,35,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,1,1,1,0,0,1
1186442,NCR,415521,Other sources of Income,2,49218,32500,75818,86110,22800,15770,91460,0,0,28580,174660,120000,4977,206700,73386,68160,139296,4700,0,0,Female,41,Married,High School Graduate,No Job/Business,,,Single Family,4,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,15,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,1,1,1,2,4,1,1,4,3,0,0,0
364284,NCR,134353,Wage/Salaries,2,19165,16588,37495,17572,2169,8705,39040,4680,2263,5150,44472,27000,90,22290,6444,0,18504,1520,0,26900,Male,57,Married,High School Graduate,With Job/Business,Hog raising farmers,Self-employed wihout any employee,Single Family,4,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,27,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,1,0,1,0,0,0,2,0,0,0,0
368851,NCR,122495,Wage/Salaries,2,19954,15808,20361,12265,2985,7015,49450,260,1358,4170,57936,27000,9344,44484,5568,6065,18966,1800,0,45500,Male,55,Married,High School Graduate,No Job/Business,,,Single Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,33,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,3,0,0,0,0
56733,NCR,20101,Other sources of Income,2,8080,5850,163,2041,620,2296,3640,0,0,800,15750,12000,10782,414,0,0,1050,210,0,0,Female,74,Widowed,Grade 2,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,35,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0
241158,NCR,90882,Wage/Salaries,2,18175,13832,10326,9377,840,6802,32830,840,0,1600,54162,0,120,18618,5508,45085,22032,4520,0,68838,Male,43,Married,High School Graduate,With Job/Business,"Car, taxi and van drivers",Worked for private establishment,Single Family,3,0,0,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,33,30,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,1,0,1,0,0,0,0,2,1,1,0,1
188978,NCR,67964,Wage/Salaries,2,18455,11934,15614,7099,1597,7383,6180,1820,0,6625,43470,15000,362,9096,2340,0,14826,1500,0,0,Male,45,Married,High School Graduate,With Job/Business,Plastic products machine operators,Worked for private establishment,Single Family,4,1,1,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,29,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
292742,NCR,127032,Wage/Salaries,2,16373,11960,20462,15582,2090,10791,16580,420,0,8279,51564,0,445,26202,2238,0,27630,1300,0,0,Male,38,Married,Computing/Information Technology Programs,With Job/Business,Data entry operators,Worked for private establishment,Single Family,3,1,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,26,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,2,1,0,0,1
562897,NCR,287903,Wage/Salaries,2,21456,15184,56328,32172,1217,10532,133420,1795,3258,2400,65988,0,1151,21108,8688,25655,47922,3650,0,0,Male,53,Married,High School Graduate,With Job/Business,"Car, taxi and van drivers",Worked for private household,Extended Family,8,1,1,6,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,100,33,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,1,0,0,0,1
175831,NCR,116712,Wage/Salaries,2,33466,20696,12483,13800,3300,8360,27547,1905,390,2885,42138,30000,3128,14532,3894,1360,12126,1320,0,44406,Male,46,Married,High School Graduate,With Job/Business,Building caretakers,Worked for private household,Single Family,4,0,2,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,27,1,Rent-free house and lot without consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,1,1,0,0,1
926000,NCR,331586,Wage/Salaries,2,41428,29820,74372,22950,5478,13299,126098,4410,4400,24513,50832,12000,1758,39894,20760,58600,77772,42000,0,0,Male,51,Married,Security Services Programs,With Job/Business,Police officers,Worked for government/government corporation,Single Family,5,0,0,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,33,34,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,1,1,0,0,0,7,3,0,0,1
100575,NCR,32928,Other sources of Income,2,8274,3840,2273,1301,620,904,13185,0,0,1760,15360,0,223,486,4260,45,6714,3000,0,0,Female,26,Single,Computing/Information Technology Programs,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,8,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
353498,NCR,169222,Wage/Salaries,2,25299,19630,27734,14596,3517,13207,42180,570,0,1840,53850,30000,1187,10242,7122,745,28224,0,0,112458,Male,45,Married,Second Year High School,With Job/Business,Lifting truck operators,Worked for private establishment,Extended Family,7,1,3,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,10,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,1,1,0,0,0,2,1,0,0,2
304136,NCR,152433,Wage/Salaries,2,14638,10836,20930,44338,5643,9361,21132,0,0,11137,72198,45000,5830,26508,7500,5700,34854,0,0,0,Male,37,Married,High School Graduate,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Single Family,5,0,3,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,15,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,2,0,1,0,1
582434,NCR,310639,Wage/Salaries,2,42682,31200,59876,29052,4639,11125,113840,0,0,9000,67422,0,4671,41148,12060,1200,54744,7000,0,0,Male,51,Married,High School Graduate,With Job/Business,Paper pulp plant operators,Worked for private establishment,Single Family,5,0,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,10,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,5,1,1,0,0
186840,NCR,65859,Wage/Salaries,2,16802,9334,6620,5926,1325,2427,20430,2184,11765,2465,20250,12000,545,9870,390,0,4812,1800,0,6060,Male,58,Married,High School Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,3,0,0,2,Single house,Salvaged/makeshift materials,Salvaged,18,22,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,0,0,0,0,0,1,0,0,0,0
83433,NCR,52276,Wage/Salaries,2,10208,8236,4224,1131,408,1787,23716,0,0,1828,29658,18000,940,2364,258,175,1374,0,0,0,Female,55,Widowed,Grade 3,With Job/Business,Domestic helpers and cleaners,Worked for private household,Extended Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,20,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
259758,NCR,163880,Wage/Salaries,2,45561,24939,25058,21956,3390,11070,26185,2132,10498,3580,39864,12000,2003,6240,1950,2550,12606,4300,0,36000,Male,43,Married,Elementary Graduate,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Extended Family,7,0,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,12,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0
79610,NCR,46346,Wage/Salaries,2,13352,11258,2360,8050,1350,3790,7860,2730,0,470,21906,12000,284,408,0,0,4758,0,0,0,Male,63,Married,Second Year High School,No Job/Business,,,Single Family,3,0,0,1,Single house,Salvaged/makeshift materials,Salvaged,18,17,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,0,0,0,0,0
558070,NCR,205098,Wage/Salaries,2,40905,33511,22880,17644,2960,10505,76170,6448,7240,15510,203976,33000,3500,17844,8670,3310,46740,4000,0,0,Male,45,Married,High School Graduate,With Job/Business,"Car, taxi and van drivers",Worked for private establishment,Extended Family,8,1,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,19,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,0,3,1,1,0,0,0,4,0,0,0,0
185067,NCR,104496,Wage/Salaries,2,23965,21811,5324,3786,1568,4661,30360,0,9050,1360,22962,12000,617,1356,924,1660,10470,1000,0,46002,Female,47,Married,Second Year High School,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Extended Family,7,2,3,1,Single house,Salvaged/makeshift materials,Salvaged,30,25,0,Own or owner-like possession of house and lot,None,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0
162637,NCR,89725,Wage/Salaries,2,21010,11881,6126,11005,988,5661,31000,240,4525,6215,20418,12000,35733,7506,5460,2150,7152,1000,0,0,Male,34,Married,High School Graduate,With Job/Business,Hand packers and other manufacturing laborers,Worked for private establishment,Single Family,4,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Salvaged,20,20,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
303825,NCR,126503,Wage/Salaries,2,32672,13260,22478,9424,5120,3990,24770,702,0,12110,64050,42000,4471,18696,9780,25390,24972,3000,0,107275,Male,46,Married,Business and Administration Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,12,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,2,0,1,1,0,1,1,3,1,1,0,0
253550,NCR,154032,Wage/Salaries,2,33883,16920,21866,11967,8203,6631,42195,3328,0,3709,56136,36000,9479,5694,3966,6625,27168,2500,0,12000,Male,46,Married,Elementary Graduate,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for government/government corporation,Extended Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,49,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,4,1,0,0,0
155500,NCR,71143,Wage/Salaries,2,8638,5850,4138,4276,3000,555,37250,0,0,3155,41160,0,2871,26268,5100,0,16236,1500,0,0,Male,56,Single,Business and Administration Programs,With Job/Business,Accountants and auditors,Worked for private establishment,Single Family,1,0,0,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,19,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
343097,NCR,94554,Enterpreneurial Activities,2,12662,7670,17331,18864,4482,4568,3780,962,0,1420,59256,48000,6026,31854,7974,2750,11094,2250,0,259800,Male,50,Married,Engineering and Engineering trades Programs,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,17,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,1,0,0,0,0
63704,NCR,27558,Other sources of Income,2,8612,5850,0,2102,1090,1315,6300,0,0,690,18360,12000,1861,192,0,0,2682,500,0,0,Female,76,Widowed,Elementary Graduate,No Job/Business,,,Single Family,1,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,0,0,0,0,0,0,0,0,0,0
126152,NCR,53905,Enterpreneurial Activities,2,14444,10342,4755,4992,1594,3280,11180,0,0,390,35928,0,1227,852,534,0,4914,500,0,96740,Female,43,Divorced/Separated,First Year College,With Job/Business,Door-to-door and telephone salespersons,Self-employed wihout any employee,Extended Family,3,0,1,0,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,18,15,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0
667242,NCR,264640,Wage/Salaries,2,56034,39287,34743,44352,7074,11971,77240,1290,10400,4606,47844,12000,334,1770,12132,740,34074,0,0,18000,Male,45,Married,Grade 4,With Job/Business,Heavy truck and lorry drivers,Worked for private establishment,Single Family,8,0,3,5,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,6,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,0,1,0,0,0,4,0,0,0,0
221942,NCR,79191,Enterpreneurial Activities,2,14028,9792,9878,8652,2411,23812,6060,0,5460,2558,48630,30000,3210,9588,3102,0,10422,0,0,112490,Female,65,Widowed,Grade 3,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,45,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,1,1,1,0,0,0,2,0,0,0,1
328149,NCR,134766,Wage/Salaries,2,22442,16900,28699,21272,5250,7948,22420,750,1170,3878,68508,42000,13504,20538,6000,2050,24024,0,0,82400,Male,57,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Extended Family,4,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,9,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,0,0,0,1
598147,NCR,264362,Wage/Salaries,2,66253,44604,27504,36524,2980,16551,78000,1820,0,2450,60810,30000,15409,34878,4680,17080,41556,0,0,117870,Male,66,Married,High School Graduate,No Job/Business,,,Extended Family,16,3,4,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,45,40,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,3,0,0,0,1,0,0,0,2,0,0,0,0
383064,NCR,133657,Wage/Salaries,2,24247,13416,27523,8549,5086,6524,40530,910,0,5459,49698,0,6607,20844,8064,6000,48234,7000,0,0,Female,31,Married,Computing/Information Technology Programs,With Job/Business,Accountants and auditors,Worked for private establishment,Extended Family,3,0,0,2,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,15,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,4,0,0,0,1
273452,NCR,155846,Wage/Salaries,2,32589,24440,31154,20216,2065,6285,33750,1455,3900,2290,51018,27000,1868,21972,3846,1220,21114,1500,0,31422,Male,53,Married,High School Graduate,With Job/Business,Motorcycle drivers,Worked for private establishment,Extended Family,7,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,9,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,2,0,0,0,0
130880,NCR,57118,Wage/Salaries,2,8952,6500,4749,5946,925,1965,25090,455,7540,874,24318,15000,354,10932,1800,0,4530,0,0,0,Male,50,Single,Second Year High School,With Job/Business,Painters and related workers,Worked for private establishment,Single Family,1,0,0,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,25,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,Peddler,1,0,0,0,0,0,0,0,1,0,0,0,0
290236,NCR,121146,Wage/Salaries,2,16730,12298,15853,18429,3063,5869,44180,1950,0,4630,61026,0,1310,18384,3864,0,27486,0,0,0,Male,47,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,2,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,3,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
163848,NCR,74932,Wage/Salaries,2,14178,11154,11180,8798,2778,4668,16930,0,0,875,37146,0,3997,9402,6780,0,16386,1900,0,0,Male,25,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,2,0,0,1,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,15,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,2,0,0,0,1
180156,NCR,68218,Wage/Salaries,2,18133,12700,17276,8425,875,4291,6810,0,0,2930,29538,19800,4750,11106,3000,0,16872,2350,0,0,Female,62,Widowed,First Year College,No Job/Business,,,Single Family,2,0,0,1,Single house,Mixed but predominantly strong materials,Quite Strong,15,24,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
306582,NCR,142497,Wage/Salaries,2,29709,21214,16396,11808,1310,7220,31520,2376,1300,2125,36264,0,2918,20364,5748,740,18462,4570,0,0,Male,34,Married,High School Graduate,With Job/Business,"Metal, rubber and plastic products assemblers",Worked for private establishment,Extended Family,4,1,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,10,25,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,3,0,0,0,0
374384,NCR,133503,Wage/Salaries,2,31713,16588,20986,14618,1970,6500,37780,6540,5924,1585,34500,0,3286,12240,3270,460,27540,1000,0,0,Male,30,Married,High School Graduate,With Job/Business,Papermaking plant operators,Worked for private establishment,Extended Family,3,0,0,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,10,25,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0
202474,NCR,95051,Wage/Salaries,2,26303,12610,21815,8163,2422,5478,9380,0,0,1730,41544,27600,9472,9918,2502,950,14700,0,0,0,Male,24,Married,Computing/Information Technology Programs,With Job/Business,Welders and flamecutters,Worked for private establishment,Single Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,25,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,2,0,1,0,0
814151,NCR,286087,Enterpreneurial Activities,2,45637,31590,54076,30557,8157,10259,80880,2288,10860,16075,118770,36000,12712,37284,17454,44820,38556,9000,0,434398,Male,56,Married,Elementary Graduate,With Job/Business,General managers/managing proprietors in manufacturing,Employer in own family-operated farm or business,Extended Family,8,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Very Light,58,11,5,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,1,6,2,0,1,1
250145,NCR,74303,Wage/Salaries,2,10770,4560,5174,2389,615,1500,46218,5972,5430,2180,21756,15000,0,15786,1890,0,15780,0,0,0,Male,29,Single,High School Graduate,With Job/Business,Welders and flamecutters,Worked for private establishment,Single Family,1,0,0,1,Single house,Mixed but predominantly strong materials,Quite Strong,58,11,5,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,0,0,0,0,0,0,0,1,0,0,0,0
1364931,NCR,220665,Enterpreneurial Activities,2,42137,25280,22766,29263,10845,12983,60680,860,0,25440,308484,150000,79080,49590,31794,0,92862,10000,0,914001,Male,74,Married,High School Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Employer in own family-operated farm or business,Extended Family,5,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,78,30,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,2,1,1,1,4,1,1,5,2,0,0,0
83785,NCR,27484,Wage/Salaries,2,8542,5538,1110,2908,620,1185,8060,0,0,300,11976,9000,1000,1656,0,0,1248,0,0,0,Female,68,Widowed,High School Graduate,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,1,0,0,1,Single house,Salvaged/makeshift materials,Salvaged,10,15,0,Rent-free house and lot with consent of owner,"Water-sealed, other depository, shared with other household",0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0
802042,NCR,152633,Enterpreneurial Activities,2,41198,26404,28183,13465,1942,11283,22750,35,8326,5839,59250,30000,545,37896,2760,850,17376,4000,0,522970,Male,63,Married,Third Year College,With Job/Business,Motorcycle drivers,Worked for private establishment,Extended Family,6,0,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,13,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,0,1,1,0,0,0,2,1,0,0,0
451688,NCR,137551,Enterpreneurial Activities,2,31246,19635,32362,15522,2395,7094,19758,3650,0,5420,60384,24000,410,45204,3468,8620,20868,3800,0,260586,Male,45,Married,High School Graduate,With Job/Business,"Sewers, Embroiderers and related workers",Worked for private establishment,Single Family,5,0,3,1,Single house,Mixed but predominantly strong materials,Strong,25,13,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,0,0,1,1,0,0,0,3,0,0,0,1
264793,NCR,159758,Wage/Salaries,2,51041,19600,35734,14407,4060,11779,11228,0,0,6665,61536,24000,4832,12462,2238,5450,14826,3000,0,46670,Male,46,Married,High School Graduate,With Job/Business,Rubber products machine operators,Worked for private establishment,Extended Family,6,0,2,1,Single house,Mixed but predominantly strong materials,Strong,30,13,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,1,1,0,0,0,0,4,0,0,0,1
378622,NCR,135576,Wage/Salaries,2,27216,15144,18443,10105,2410,19261,25820,0,362,2320,56244,12000,205,7134,6864,0,19878,4500,0,0,Male,60,Married,High School Graduate,With Job/Business,Motor vehicle mechanics and related trades workers,Worked for private establishment,Single Family,4,0,0,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,15,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,4,0,0,0,0
